Accident_ID,Date,Year,Month,Month_Num,Day_of_Week,State,City,Accident_Severity,Number_of_Casualties,Weather_Condition,Road_Type,Vehicle_Type,Time_of_Day,Is_Fatal
ACC1198,2021-07-28,2021,July,7,Wednesday,Rajasthan,Udaipur,Medium,2,Hazy,Service Road,Truck,Late Night (23-6),0
ACC1199,2023-07-21,2023,July,7,Friday,West Bengal,Kolkata,Medium,3,Hazy,Expressway,SUV,Late Night (23-6),0
ACC1200,2020-05-12,2020,May,5,Tuesday,Gujarat,Rajkot,High,11,Hazy,Service Road,Tempo,Late Night (23-6),1
ACC1201,2022-06-13,2022,June,6,Monday,Rajasthan,Jodhpur,Low,0,Foggy,National Highway,Car,Evening (15-19),0
ACC1202,2023-04-27,2023,April,4,Thursday,Rajasthan,Jaipur,Medium,4,Stormy,Rural Road,Auto-Rickshaw,Morning (6-10),0
ACC1203,2021-09-28,2021,September,9,Tuesday,Uttar Pradesh,Noida,Medium,5,Stormy,Rural Road,Two-Wheeler,Evening (15-19),0
ACC1204,2023-10-23,2023,October,10,Monday,Tamil Nadu,Tiruchirappalli,Medium,3,Hazy,National Highway,Bus,Morning (6-10),0
ACC1205,2023-01-07,2023,January,1,Saturday,West Bengal,Asansol,High,9,Rainy,State Highway,Bus,Night (19-23),1
ACC1206,2020-10-28,2020,October,10,Wednesday,Bihar,Bhagalpur,High,5,Rainy,Expressway,Two-Wheeler,Evening (15-19),1
ACC1207,2022-10-25,2022,October,10,Tuesday,Maharashtra,Nagpur,Medium,3,Hazy,Rural Road,Two-Wheeler,Night (19-23),0
ACC1208,2020-04-30,2020,April,4,Thursday,Gujarat,Surat,Low,2,Hazy,State Highway,Tempo,Morning (6-10),0
ACC1209,2021-01-01,2021,January,1,Friday,West Bengal,Siliguri,High,15,Foggy,State Highway,Car,Late Night (23-6),1
ACC1210,2022-03-14,2022,March,3,Monday,Gujarat,Rajkot,Medium,4,Hazy,Rural Road,Bus,Morning (6-10),0
ACC1211,2022-12-17,2022,December,12,Saturday,Karnataka,Hubli,High,13,Hazy,Rural Road,Car,Afternoon (10-15),1
ACC1212,2021-10-24,2021,October,10,Sunday,Bihar,Patna,Medium,3,Hazy,Expressway,Truck,Night (19-23),0
ACC1213,2023-11-26,2023,November,11,Sunday,West Bengal,Asansol,Low,2,Rainy,State Highway,Tempo,Morning (6-10),0
ACC1214,2022-01-11,2022,January,1,Tuesday,Bihar,Patna,High,7,Hazy,Rural Road,Bus,Afternoon (10-15),1
ACC1215,2020-04-25,2020,April,4,Saturday,Maharashtra,Nagpur,Low,0,Cloudy,National Highway,Auto-Rickshaw,Evening (15-19),0
ACC1216,2023-04-30,2023,April,4,Sunday,Madhya Pradesh,Indore,High,8,Hazy,National Highway,Car,Afternoon (10-15),1
ACC1217,2022-03-23,2022,March,3,Wednesday,West Bengal,Asansol,Medium,3,Hazy,Service Road,Tempo,Night (19-23),0
ACC1218,2023-11-17,2023,November,11,Friday,Maharashtra,Nashik,Medium,5,Hazy,Urban Road,Car,Morning (6-10),0
ACC1219,2020-08-26,2020,August,8,Wednesday,Maharashtra,Mumbai,Medium,6,Cloudy,State Highway,Car,Late Night (23-6),0
ACC1220,2023-03-19,2023,March,3,Sunday,Bihar,Muzaffarpur,High,6,Foggy,Expressway,Truck,Night (19-23),1
ACC1221,2022-09-18,2022,September,9,Sunday,Madhya Pradesh,Gwalior,Low,1,Stormy,National Highway,Tempo,Late Night (23-6),0
ACC1222,2021-01-13,2021,January,1,Wednesday,Madhya Pradesh,Bhopal,Medium,6,Cloudy,Expressway,Bus,Morning (6-10),0
ACC1223,2022-11-28,2022,November,11,Monday,Bihar,Darbhanga,High,15,Hazy,National Highway,SUV,Afternoon (10-15),1
ACC1224,2023-09-10,2023,September,9,Sunday,Maharashtra,Pune,High,5,Stormy,Expressway,Bus,Evening (15-19),1
ACC1225,2020-09-08,2020,September,9,Tuesday,Uttar Pradesh,Kanpur,Medium,3,Stormy,National Highway,Auto-Rickshaw,Evening (15-19),0
ACC1226,2020-03-12,2020,March,3,Thursday,Maharashtra,Mumbai,Medium,6,Stormy,State Highway,Bus,Morning (6-10),0
ACC1227,2021-05-23,2021,May,5,Sunday,Karnataka,Bengaluru,High,9,Stormy,Service Road,Auto-Rickshaw,Night (19-23),1
ACC1228,2020-10-13,2020,October,10,Tuesday,Bihar,Muzaffarpur,Medium,4,Hazy,Expressway,Auto-Rickshaw,Late Night (23-6),0
ACC1229,2021-03-05,2021,March,3,Friday,Maharashtra,Mumbai,Low,0,Rainy,Urban Road,SUV,Afternoon (10-15),0
ACC1230,2020-10-01,2020,October,10,Thursday,Bihar,Darbhanga,Medium,4,Rainy,State Highway,Tempo,Late Night (23-6),0
ACC1231,2022-05-14,2022,May,5,Saturday,Maharashtra,Aurangabad,Medium,3,Foggy,Rural Road,Bus,Morning (6-10),0
ACC1232,2021-06-04,2021,June,6,Friday,Madhya Pradesh,Indore,Medium,4,Stormy,Service Road,Tempo,Afternoon (10-15),0
ACC1233,2022-02-01,2022,February,2,Tuesday,Bihar,Darbhanga,Low,0,Stormy,Urban Road,SUV,Night (19-23),0
ACC1234,2022-02-15,2022,February,2,Tuesday,Uttar Pradesh,Noida,Low,0,Rainy,Expressway,Car,Late Night (23-6),0
ACC1235,2022-04-13,2022,April,4,Wednesday,Maharashtra,Nagpur,Low,1,Hazy,Urban Road,Truck,Afternoon (10-15),0
ACC1236,2021-07-14,2021,July,7,Wednesday,Uttar Pradesh,Lucknow,High,8,Cloudy,Rural Road,Car,Morning (6-10),1
ACC1237,2020-12-25,2020,December,12,Friday,Telangana,Nizamabad,High,12,Stormy,National Highway,Auto-Rickshaw,Evening (15-19),1
ACC1238,2023-12-05,2023,December,12,Tuesday,Bihar,Bhagalpur,Medium,2,Stormy,National Highway,Truck,Evening (15-19),0
ACC1239,2022-03-08,2022,March,3,Tuesday,Tamil Nadu,Madurai,Medium,6,Hazy,Expressway,Auto-Rickshaw,Night (19-23),0
ACC1240,2022-09-03,2022,September,9,Saturday,Bihar,Gaya,Low,2,Foggy,Service Road,Truck,Afternoon (10-15),0
ACC1241,2020-10-19,2020,October,10,Monday,Madhya Pradesh,Ujjain,Low,2,Hazy,Service Road,Two-Wheeler,Afternoon (10-15),0
ACC1242,2023-10-20,2023,October,10,Friday,Bihar,Muzaffarpur,Medium,5,Hazy,Urban Road,SUV,Night (19-23),0
ACC1243,2022-10-25,2022,October,10,Tuesday,Karnataka,Hubli,Medium,3,Cloudy,Urban Road,Tempo,Morning (6-10),0
ACC1244,2021-09-17,2021,September,9,Friday,Madhya Pradesh,Gwalior,Medium,2,Clear,Service Road,Truck,Morning (6-10),0
ACC1245,2020-12-04,2020,December,12,Friday,Bihar,Patna,Medium,6,Clear,Rural Road,SUV,Morning (6-10),0
ACC1246,2022-05-18,2022,May,5,Wednesday,Telangana,Warangal,Medium,6,Cloudy,Service Road,Car,Night (19-23),0
ACC1247,2020-01-29,2020,January,1,Wednesday,Bihar,Gaya,Low,1,Hazy,Service Road,Auto-Rickshaw,Evening (15-19),0
ACC1248,2021-05-15,2021,May,5,Saturday,Telangana,Khammam,Medium,3,Clear,Service Road,SUV,Late Night (23-6),0
ACC1249,2021-04-05,2021,April,4,Monday,Tamil Nadu,Chennai,High,13,Foggy,Urban Road,Car,Night (19-23),1
ACC1250,2022-10-11,2022,October,10,Tuesday,Madhya Pradesh,Indore,High,10,Foggy,Service Road,Truck,Late Night (23-6),1
